t,h,_entailment,_id,_similarity
Um menino está brincando em um telefone de brinquedo,Um menino está brincando em um brinquedo,Entailment,713,4.6
Um jogador de futebol está usando braçadeiras pretas,Uma pessoa jogando futebol está usando braçadeiras pretas,Entailment,714,4.4
Uma sala cheia de estudantes está olhando atentamente na mesma direção dentro de uma estrutura de bambu,Uma sala de aula cheia de estudantes está olhando na mesma direção dentro de uma estrutura de bambu,Entailment,715,4.8
Rúgbi está sendo jogado por alguns homens,Alguns homens estão jogando rúgbi,Entailment,716,5
Um chimpanzé está chutando agressivamente o alvo,Um macaco está chutando raivosamente um alvo,Entailment,717,4.8
A mulher está pegando e segurando um bebê canguru,Uma mulher está pegando e segurando um bebê canguru,Entailment,718,4.4
Uma banda está tocando no palco,Uma banda está se apresentando no palco,Entailment,719,4.9
Uma jovem mulher com roupa indiana e henna na mão está passando por burocracia,Uma menina com roupa indiana e henna em sua mão está passando por burocracia,Entailment,720,4.8
Alguém está tocando o piano,O piano está sendo tocado por alguém,Entailment,721,5
Uma pessoa está fatiando uma cebola,Uma pessoa está cortando uma cebola,Entailment,722,4.8
Dois cachorros na grama estão brincando com um brinquedo de plástico,Dois cachorros no gramado estão brincando com um brinquedo de plástico,Entailment,723,4.9
Uma pessoa está tocando um teclado,Um teclado está sendo tocado por uma pessoa,Entailment,724,4.8
Queijo está sendo colocado em uma pizza por um homem,O homem está polvilhando queijo na pizza,Entailment,725,4.7
Uma mulher está passeando com o cachorro na rua,A mulher está passeando com cachorro pela rua,Entailment,726,4.9
Um homem está jogando uma criança na piscina que está perto do oceano,O homem está jogando uma criança dentro de uma piscina que está perto do oceano,Entailment,727,4.8
Um homem está cortando uma batata,Uma batata está sendo cortada por um homem,Entailment,728,4.7
Uma batata está sendo descascada por uma mulher,A senhora está descascando a batata,Entailment,729,4.8
Quatro homens jovens estão em pé parados e um carro está explodindo atrás deles,Alguns homens jovens estão paralisados e um carro está explodindo atrás deles,Entailment,730,4.3
Uma mulher está esfregando uma abobrinha com uma escova de vegetais,Uma pessoa está esfregando uma abobrinha,Entailment,731,4.7
Um homem está tocando o violão apaixonadamente,Um homem está tocando o violão,Entailment,732,4.6
Um grupo de crianças está brincando em uma estrutura colorida,Um grupo de crianças está brincando em uma estrutura que é colorida,Entailment,733,5
A mulher está limpando um camarão,Alguém está limpando um animal,Entailment,734,3.9
O panda está comendo bambu,Um panda está comendo um pedaço de bambu,Entailment,735,4.6
Uma criança pequenina está mostrando excitação em um conjunto de balanços no parque,Uma criança pequenina está se mostrando entusiasmada em um conjunto de balanços no parque,Entailment,736,4.8
O homem está andando ao longo de uma pista pela natureza,O homem está andando por um caminho através da natureza,Entailment,737,4.7
Uma pessoa em uma bicicleta está pulando pelo ar e o sol está cintilando pela armação da bicicleta,A pessoa está voando pelo ar em uma bicicleta,Entailment,738,4.2
Um cachorro está pulando em um trampolim,Um cachorro está saltando em um trampolim,Entailment,739,5
Algumas pessoas que jogam rúgbi estão se enfrentando,Os jogadores de rúgbi estão se enfrentando,Entailment,740,4.8
Três meninos estão pulando de uma plataforma,Alguns meninos estão pulando de uma plataforma,Entailment,741,4.8
Uma mulher está picando cebola,Uma mulher está cortando cebolas,Entailment,742,4.5
Um menino pequenino está brincando com um cachorro,O menino pequenino está brincando com o cachorro,Entailment,743,5
Um homem e uma mulher estão correndo juntos e de mãos dadas,Um casal está correndo em direção ao oceano,Entailment,744,3.6
Um homem está cortando tomates,Um homem está fatiando tomates,Entailment,745,5
A mulher está tocando um violão que é elétrico,A mulher está tocando um violão elétrico,Entailment,746,4.8
A menina está trotando no cavalo,Uma garota está andando a cavalo,Entailment,747,4.4
Um cavalo está arremessando o vaqueiro vestindo calça de cor azul e vermelha,O vaqueiro de calça azul e vermelha está sendo arremessado por um cavalo,Entailment,748,4.9
A senhora está quebrando ovos crus na tigela,A mulher está rachando ovos em uma tigela,Entailment,749,4.7
Uma pessoa está despejando vegetais picados em uma panela no fogão,Vegetais picados estão sendo despejados dentro de uma panela no fogão por uma pessoa,Entailment,750,4.9
O grupo de pessoas está sentado em um parapeito que é rochoso e uma visão cênica está atrás deles,O grupo de pessoas está sentado na borda de uma pedra e uma vista cênica está atrás deles,Entailment,751,5
Um jogo de futebol está sendo assistido pela multidão,A multidão está assistindo um jogo de futebol,Entailment,752,5
Uma mulher está tocando uma flauta,A mulher está tocando a flauta,Entailment,753,5
Uma pessoa está andando em uma motocicleta velha,Uma pessoa está andando de motocicleta,Entailment,754,4.4
"Um menino de camiseta vermelha está na frente de uma parede, que é longa e azul, e está desconfiadamente levantando uma sobrancelha para a câmera",Um menino com uma camisa vermelha está na frente de uma longa parede azul e está desconfiadamente levantando uma sobrancelha para a câmera,Entailment,755,4.7
A senhora está cortando cebolas em cubos,A mulher está cortando cebolas em cubos,Entailment,756,5
Uma mulher usando um uniforme azul e branco com um chapéu branco e azul está mantendo sua boca aberta e está perto de outras pessoas vestidas da mesma maneira,A mulher vestindo o uniforme azul e branco com um chapéu branco e azul está mantendo sua boca aberta e está perto de outros que estão vestidos da mesma forma,Entailment,757,5
Uma jovem menina de collant de cor azul está pulando no ar,Uma menina jovem de azul está pulando no ar,Entailment,758,4.5
Uma bicicleta está sendo pedalada na estrada por um jovem menino de capacete,Um menino jovem de capacete está andando de bicicleta na estrada,Entailment,759,4.9
A mulher está rachando ovos em uma tigela,A senhora está quebrando um ovo em uma tigela,Entailment,760,4.8
Duas pessoas vestidas com fantasias verdes e vermelhas estão no lado de fora na calçada,Duas pessoas vestidas de trajes verdes e vermelhos estão do lado de fora perto da rua,Entailment,761,4.3
O homem de chapéu para vaqueiro está andando por um mercado e está pondo uma mão no seu bolso,Um homem com um chapéu está andando por uma loja,Entailment,762,3.9
Um menino pequeno com cabelo castanho está pulando da cadeira marrom para o chão,O menino pequeno com cabelo castanho está pulando de uma cadeira marrom para o chão,Entailment,763,4.7
O homem está apagando o desenho no quadro,O homem está limpando o desenho da lousa,Entailment,764,4.6
Um cachorro castanho está atacando outro animal na frente do homem alto de calça,Um cachorro castanho está atacando outro animal em frente do homem de calça,Entailment,765,4.9
Um homem está fatiando uma cebola,Uma cebola está sendo cortada por um homem,Entailment,766,4.8
A senhora oriental está cortando uma cenoura em pedaços que são finos,Uma senhora oriental está cortando uma cenoura em pedaços finos,Entailment,767,5
Um cantor está tocando o violão em um concerto acústico para uma mulher,Uma pessoa está tocando um violão e cantando,Entailment,768,3.9
Um menino embaixo de um guarda-chuva está sendo segurado por seu pai que está usando um casaco azul,Um menino debaixo de um guarda-chuva está sendo segurado por seu pai que está vestindo um casaco tingido de azul,Entailment,769,4.6
Dois homens estão passeando dois cachorros com pelagens douradas na neve,Duas pessoas estão passeando dois cachorros com pelagens douradas na neve,Entailment,770,4.6
A bateria está sendo tocada pelo homem,O homem está tocando a bateria,Entailment,771,4.9
"A gruta com interior rosa está sendo escalada por quatro crianças do Oriente Médio, três meninas e um menino",Um grupo de crianças está brincando em uma estrutura colorida,Entailment,772,3
O cachorro com a pelagem preta está andando ao longo de uma ponte de tronco de árvore sobre a água,O cachorro está andando ao longo de uma ponte feita por um tronco sobre a água,Entailment,773,4.9
Um macaco pequenino está andando no rio,Um macaco pequenino está andando pela água,Entailment,774,4.3
Um homem está despejando um prato de queijo ralado em uma panela de molho,Um homem está despejando um prato de queijo que está ralado dentro de uma panela de molho,Entailment,775,5
Um homem está tocando o violão,Um homem está tocando o instrumento,Entailment,776,4.3
Algum cachorro castanho e preto está correndo pelas folhas,Um cachorro castanho e preto está correndo pelas folhas,Entailment,777,4.8
O homem está cantando e tocando o violão,Um homem está se apresentando com o violão,Entailment,778,4.3
Uma mulher está dançando e cantando na chuva,Uma mulher está se apresentando na chuva,Entailment,779,4.4
Os cachorros brancos estão olhando curiosamente para a lhama preta,Os cachorros brancos estão olhando a lhama negra,Entailment,780,4.6
Uma menina pequena de camisa rosa está correndo debaixo de uma árvore no deserto,A menina pequena de camisa cor-de-rosa está correndo debaixo de uma árvore no deserto,Entailment,781,4.9
Um menino de shorts laranja está de pé em um penhasco de pedra sobre a água e o outro menino de shorts preto está pulando de lá na água,Um menino de shorts laranja está de pé em um penhasco de pedra sobre a água e o outro garoto de shorts preto está mergulhando na água,Entailment,782,4.6
Dois homens estão olhando para fora e binóculos estão sendo segurados por um deles,Dois homens estão olhando para fora e um está segurando binóculos,Entailment,783,4.9
Uma menina está se comunicando com língua de sinais,Uma menina está usando língua de sinais,Entailment,784,4.9
Um homem jovem está falando com uma folha,Um menino está falando com uma folha,Entailment,785,4.4
Uma chita está perseguindo suas presas através de um campo,Uma chita está correndo rapidamente atrás de sua presa,Entailment,786,4.4
Uma menina está pulando em um carro,Uma menina está pulando no carro,Entailment,787,3.2
Uma mulher está puxando uma gosma pegajosa para fora de uma tigela,Alguma gosma pegajosa está sendo tirada de uma tigela por uma mulher,Entailment,788,5
Dois homens estão conversando,Duas pessoas estão falando,Entailment,789,4.6
Feno está sendo comido por uma vaca,Uma vaca está comendo feno,Entailment,790,5
Uma mulher está fritando peixe,O peixe está sendo frito por uma mulher,Entailment,791,5
Um cachorro castanho está correndo na neve,O cachorro castanho está correndo na neve,Entailment,792,5
Um homem está despejando óleo dentro de uma frigideira,Óleo está sendo derramado em uma sautese por um homem,Entailment,793,5
Uma mulher está misturando ovos,Uma mulher está amalgamando ovos,Entailment,794,4.5
Um homem está colocando alho em algumas fatias de pão,Um homem está pondo alho em algumas fatias de pão,Entailment,795,5
